"title","imdb_id","release_year","Budget"
"The Man Who Killed Don Quixote","tt1318517",2018,NA
"The Seven Deadly Sins: Prisoners of the Sky","tt9089294",2018,NA
"The Night House","tt9731534",2021,NA
"Loving Pablo","tt4682788",2017,NA
"The Girl in the Fog","tt6892400",2017,NA
"On the Basis of Sex","tt4669788",2018,2e+07
"V/H/S/2","tt2450186",2013,NA
"Sapphire Blue","tt3260022",2014,NA
"Piranha 3DD","tt1714203",2012,NA
"Braven","tt5001754",2018,NA
"Stolen","tt1656186",2012,3.5e+07
"The Riot Club","tt2717860",2014,NA
"The Harder They Fall","tt10696784",2021,NA
"The Mauritanian","tt4761112",2021,NA
"Mary Shelley","tt3906082",2017,NA
"Beyond Skyline","tt1724970",2017,2e+07
"My Big Fat Greek Wedding 2","tt3760922",2016,1.8e+07
"The Lego Ninjago Movie","tt3014284",2017,7e+07
"Taxi 5","tt7238392",2018,NA
"The Collection","tt1748227",2012,1e+07
"The Outpost","tt3833480",2020,NA
"Force Majeure","tt2121382",2014,NA
"I Can Quit Whenever I Want 3: Ad Honorem","tt5897292",2017,NA
"The Iceman","tt1491044",2012,1e+07
"Thelma","tt6304046",2017,NA
"The Report","tt8236336",2019,NA
"My Hero Academia: Two Heroes","tt7745068",2018,NA
"Italian Race","tt4300480",2016,NA
"Space Sweepers","tt12838766",2021,NA
"Fathers and Daughters","tt2582502",2015,NA
"Killing Season","tt1480295",2013,NA
"Mom and Dad","tt5462326",2018,NA
"The Invisible Boy","tt3078296",2014,NA
"Tinker Bell and the Pirate Fairy","tt2483260",2014,NA
"The Exorcism of God","tt10362566",2022,NA
"The Tuche Family: The American Dream","tt4926538",2016,NA
"Marry Me, Dude","tt6021478",2017,NA
"Don't Be Bad","tt1167611",2015,NA
"Anthropoid","tt4190530",2016,NA
"Slow West","tt3205376",2015,3750000
"Road to Ninja: Naruto the Movie","tt2290828",2012,NA
"TÁR","tt14444726",2022,NA
"Adore","tt2103267",2013,NA
"Everybody Knows","tt4964788",2018,NA
"Table 19","tt1412528",2017,5e+06
"Samba","tt3399024",2014,NA
"The King of Staten Island","tt9686708",2020,NA
"La Belle Époque","tt9172422",2019,NA
"Man Up","tt3064298",2015,NA
"Decision to Leave","tt12477480",2022,NA
"The Way He Looks","tt1702014",2014,NA
"The Miseducation of Cameron Post","tt6257174",2018,9e+05
"Marshland","tt3253930",2014,NA
"Ida","tt2718492",2013,2600000
"Cry Macho","tt1924245",2021,NA
"Toni Erdmann","tt4048272",2016,NA
"PK","tt2338151",2014,NA
"Serial Teachers 2","tt3713944",2015,NA
"Along with the Gods: The Two Worlds","tt7160070",2017,NA
"Aftersun","tt19770238",2022,NA
"Suck Me Shakespeer 2","tt3702996",2015,NA
"High Strung","tt3451230",2016,NA
"The Stanford Prison Experiment","tt0420293",2015,NA
"Ingrid Goes West","tt5962210",2017,NA
"Starred Up","tt2567712",2014,NA
"Jeepers Creepers: Reborn","tt14121726",2022,NA
"Resident Evil: Vendetta","tt5776208",2017,NA
"The 33","tt2006295",2015,2.5e+07
"Loving","tt4669986",2016,9e+06
"Penny Pincher!","tt5253294",2016,NA
"The Deep House","tt11686490",2021,NA
"Overdrive","tt1935194",2017,3e+07
"Crimes of the Future","tt14549466",2022,NA
"The Hating Game","tt8718158",2021,NA
"Z for Zachariah","tt1598642",2015,NA
"Dragged Across Concrete","tt6491178",2018,NA
"Dangal","tt5074352",2016,NA
"Ben Is Back","tt7545524",2018,1.3e+07
"Gunpowder Milkshake","tt8368408",2021,NA
"Calvary","tt2234003",2014,NA
"Like a Cat on a Highway","tt7129926",2017,NA
"I Hate Summer","tt10492998",2020,NA
"I Spit on Your Grave III: Vengeance Is Mine","tt4530884",2015,NA
"Joe","tt2382396",2013,4e+06
"The 355","tt8356942",2022,7.5e+07
"The 100 Year-Old Man Who Climbed Out the Window and Disappeared","tt2113681",2013,NA
"God Bless America","tt1912398",2012,NA
"Benedetta","tt6823148",2021,NA
"Human Capital","tt2465578",2014,NA
"R.A.I.D. Special Unit","tt5736696",2017,NA
"Two Days, One Night","tt2737050",2014,NA
"See How They Run","tt13640696",2022,NA
"Pawn Sacrifice","tt1596345",2015,NA
"Shadow in the Cloud","tt9691136",2020,NA
"Maniac","tt2103217",2012,350000
"The War with Grandpa","tt4532038",2020,3.8e+07
"Le Brio","tt6462462",2017,NA
"The Protégé","tt6079772",2021,NA
"Stand Up Guys","tt1389096",2012,NA
"Official Secrets","tt5431890",2019,NA
"Ticket to Paradise","tt14109724",2022,6e+07
"A Taxi Driver","tt6878038",2017,NA
"Like Crazy","tt4621872",2016,250000
"Winnie the Pooh: Blood and Honey","tt19623240",2023,NA
"Searching for Sugar Man","tt2125608",2012,NA
"Yves Saint Laurent","tt2707858",2014,NA
"Sleeping with Other People","tt3165612",2015,NA
"Antebellum","tt10065694",2020,NA
"Grave Encounters 2","tt2231554",2012,NA
"Goon","tt1456635",2012,NA
"Men, Women & Children","tt3179568",2014,NA
"Crooked House","tt1869347",2017,NA
"Man of Tai Chi","tt2016940",2013,NA
"Knights of the Zodiac","tt6528290",2023,6e+07
"Can You Keep a Secret?","tt8707922",2019,NA
"Asteroid City","tt14230388",2023,NA
"Bernie","tt1704573",2012,6e+06
"A Long Way Down","tt0458413",2014,NA
"The New Adventures of Aladdin","tt4466864",2015,NA
"Mia and the White Lion","tt4844148",2018,NA
"Parallel Mothers","tt12618926",2021,NA
"The Gangster, the Cop, the Devil","tt10208198",2019,NA
"The Little Mermaid","tt5493944",2018,2.5e+08
"Il ricco, il povero e il maggiordomo","tt4229938",2014,NA
"Instructions Not Included","tt2378281",2013,5e+06
"Salmon Fishing in the Yemen","tt1441952",2012,NA
"Jeepers Creepers 3","tt1139592",2017,NA
"The Card Counter","tt11196036",2021,NA
"No Manches Frida 2","tt9019352",2019,NA
"The Specials","tt8655470",2019,1e+06
"Palo Alto","tt2479800",2013,1e+06
"Bill & Ted Face the Music","tt1086064",2020,NA
"3096 Days","tt1667355",2013,NA
"How I Live Now","tt1894476",2013,NA
"Laurence Anyways","tt1650048",2012,NA
"Freaks Out","tt7270808",2021,NA
"The Cold Light of Day","tt1366365",2012,2e+07
"HOUBA! On the Trail of the Marsupilami","tt1723642",2012,NA
"Willy's Wonderland","tt8114980",2021,NA
"Song to Song","tt2062700",2017,NA
"The Wandering Earth","tt7605074",2019,NA
"The Lost Daughter","tt9100054",2021,NA
"Cop Car","tt3813310",2015,5e+06
"A Royal Affair","tt1276419",2012,NA
"Synchronic","tt9016974",2020,NA
"Professor Marston and the Wonder Women","tt6133130",2017,NA
"A Bag of Marbles","tt5091612",2017,NA
"On the Road","tt0337692",2012,2.5e+07
"Hector and the Search for Happiness","tt1626146",2014,NA
"The Salesman","tt5186714",2016,NA
"Last Seen Alive","tt10242388",2022,NA
"Monster Trucks","tt3095734",2016,1.25e+08
"Kill the Messenger","tt1216491",2014,5e+06
"Housebound","tt3504048",2014,1500000
"The Grandmaster","tt1462900",2013,NA
"Prey for the Devil","tt9271672",2022,NA
"T-34","tt8820590",2018,NA
"Missing Link","tt6348138",2019,NA
"Tom at the Farm","tt2427892",2014,NA
"No Manches Frida","tt5259966",2016,NA
"Arbitrage","tt1764183",2012,1.2e+07
"In the House","tt1964624",2012,NA
"Steven Universe: The Movie","tt10515852",2019,NA
"Jane Got a Gun","tt2140037",2015,2.5e+07
"Goodbye Christopher Robin","tt1653665",2017,NA
"The Other Side of the Door","tt3702652",2016,5e+06
"American Honey","tt3721936",2016,3500000
"Resident Evil: Damnation","tt1753496",2012,NA
"Up for Love","tt4699388",2016,NA
"A Girl Walks Home Alone at Night","tt2326554",2014,NA
"Byzantium","tt1531901",2012,NA
"Assassination Nation","tt6205872",2018,7e+06
"In the Fade","tt5723272",2017,NA
"The Connection","tt2935564",2014,NA
"The Salvation","tt2720680",2014,1.4e+07
"ACAB : All Cops Are Bastards","tt1893195",2012,NA
"You're Not You","tt1198156",2014,NA
"Escape Plan: The Extractors","tt6772804",2019,NA
"Look Away","tt5834760",2018,NA
"The Breadwinner","tt3901826",2017,NA
"Enough Said","tt2390361",2013,8e+06
"Hidden Strike","tt6879446",2023,NA
"Drinking Buddies","tt2265398",2013,5e+05
"Going Clear: Scientology and the Prison of Belief","tt4257858",2015,NA
"Bye Bye Morons","tt10196398",2020,NA
"Night Hunter","tt6533240",2019,NA
"Bad Words","tt2170299",2013,1e+07
"Kimi","tt14128670",2022,NA
"Max & Leon","tt5091538",2016,NA
"The Glass Castle","tt2378507",2017,NA
"Les Tuche 3","tt7066382",2018,NA
"The Machine","tt2317225",2013,2e+07
"Bodies Bodies Bodies","tt8110652",2022,NA
"Before the Flood","tt5929776",2016,NA
"Escobar: Paradise Lost","tt2515030",2014,1.7e+07
"Possessor","tt5918982",2020,NA
"Chinese Zodiac","tt1424310",2012,NA
"Free Fall","tt2617828",2013,NA
"Radioactive","tt6017756",2020,NA
"One Piece Film Red","tt16183464",2022,NA
"Fatman","tt10310140",2020,NA
"Jessabelle","tt2300975",2014,1e+07
"Late Night","tt6107548",2019,4e+06
"The Homesman","tt2398231",2014,1.6e+07
"Nicky Larson and the Cupid's Perfume","tt8523334",2019,NA
"The Man Who Invented Christmas","tt6225520",2017,NA
"The Last Days on Mars","tt1709143",2013,10600000
"Early Man","tt4701724",2018,5e+07
"31","tt3835080",2016,1500000
"Behind the Candelabra","tt1291580",2013,NA
"Just a Breath Away","tt5092380",2018,NA
"It’s the Law","tt6137734",2017,NA
"Rolling to You","tt6838702",2018,NA
"Bad Genius","tt6788942",2017,NA
"Evangelion: 3.0 You Can (Not) Redo","tt0860907",2012,NA
"Hope Springs","tt1535438",2012,3e+07
"The Informer","tt1833116",2019,NA
"Rurouni Kenshin Part I: Origins","tt1979319",2012,NA
"Max Steel","tt1472584",2016,1e+07
"The Last Voyage of the Demeter","tt1001520",2023,4.5e+07
"Summer of 85","tt10457128",2020,NA
"Peter Rabbit 2: The Runaway","tt8376234",2021,4.5e+07
"Rock'n Roll","tt5351818",2017,NA
"Testament of Youth","tt1441953",2014,1e+07
"Megan Leavey","tt4899370",2017,NA
"Son of a Gun","tt2452200",2014,1.2e+07
"Hours","tt2094018",2013,NA
"The Heist of the Century","tt10948718",2020,NA
"The Man with the Iron Heart","tt3296908",2017,NA
"Doctor Who: The Day of the Doctor","tt2779318",2013,NA
"Pay the Ghost","tt3733778",2015,NA
"The Craft: Legacy","tt4685762",2020,NA
"Gran Turismo","tt4495098",2023,NA
"Mirai","tt6900448",2018,NA
"The East","tt1869716",2013,6500000
"Don't Knock Twice","tt3622110",2016,NA
"A Bigger Splash","tt2056771",2015,NA
"Clouds of Sils Maria","tt2452254",2014,NA
"I Give It a Year","tt2244901",2013,NA
"The Human Centipede 3 (Final Sequence)","tt1883367",2015,NA
"The Vatican Tapes","tt1524575",2015,1.3e+07
"Next Gen","tt7133686",2018,NA
"13th","tt5895028",2016,NA
"Mary and The Witch's Flower","tt6336356",2017,NA
"Playing It Cool","tt2139555",2014,NA
"Bāhubali: The Beginning","tt2631186",2015,NA
"Resident Evil: Death Island","tt26674627",2023,NA
"Bait","tt1438173",2012,3.5e+07
"Evangelion: 3.0+1.0 Thrice Upon a Time","tt2458948",2021,NA
"The Young and Prodigious T.S. Spivet","tt1981107",2013,NA
"The Occupant","tt9345754",2020,NA
"Lady Macbeth","tt4291600",2016,650000
"Riders of Justice","tt11655202",2020,NA
"McFarland, USA","tt2097298",2015,1.7e+07
"Rage","tt2401807",2014,NA
"White Bird in a Blizzard","tt2238050",2014,NA
"The Death of Superman","tt7167658",2018,NA
"Suzume","tt16428256",2022,NA
"Attack on Titan","tt2072230",2015,NA
"Family Is Family","tt6859418",2018,NA
"Cold in July","tt1179031",2014,NA
"GANTZ:O","tt5923962",2016,NA
"Kon-Tiki","tt1613750",2012,NA
"The Paperboy","tt1496422",2012,12500000
"Don't Listen","tt11750282",2020,NA
"The Keeper of Lost Causes","tt2438644",2013,NA
"One Cut of the Dead","tt7914416",2017,NA
"Chocolat","tt4400038",2016,2.5e+07
"45 Years","tt3544082",2015,NA
"Wish I Was Here","tt2870708",2014,6e+06
"Cooties","tt2490326",2014,NA
"Ruby Gillman, Teenage Kraken","tt27155038",2023,7e+07
"The Imposter","tt1966604",2012,NA
"The Bay","tt1713476",2012,NA
"Loveless","tt6304162",2017,NA
"The Second Mother","tt3742378",2015,NA
"Father There Is Only One","tt9427166",2019,NA
"Put Grandma in the Freezer","tt6982104",2018,NA
"OSS 117: From Africa with Love","tt7972012",2021,NA
"The Railway Man","tt2058107",2013,1.8e+07
"Upstream Color","tt2084989",2013,NA
"Hot Summer Nights","tt3416536",2018,NA
"Erased","tt1645155",2012,NA
"The Kid Who Would Be King","tt6811018",2019,NA
"The Diary of a Teenage Girl","tt3172532",2015,2e+06
"Jackass Forever","tt11466222",2022,1e+07
"Little White Lies 2","tt8201404",2019,NA
"The Lady in the Van","tt3722070",2015,6e+06
"Escape Room","tt5159414",2017,NA
"The Quake","tt6523720",2018,NA
"The Death & Life of John F. Donovan","tt4042818",2019,NA
"The Vanishing","tt4131496",2019,NA
"Barbecue","tt3202120",2014,1e+07
"Vivo","tt6338498",2021,NA
"Cobain: Montage of Heck","tt4229236",2015,NA
"Open Grave","tt2071550",2013,NA
"The Three Musketeers: D'Artagnan","tt12672536",2023,NA
"Teenage Mutant Ninja Turtles: Mutant Mayhem","tt8589698",2023,7e+07
"Jack and the Cuckoo-Clock Heart","tt1181840",2014,NA
"The Dream Team","tt1850394",2012,NA
"Comment c'est loin","tt4576612",2015,NA
"The Empty Man","tt5867314",2020,NA
"Shut In","tt2582500",2016,1e+07
"Welcome Mr. President!","tt2767948",2013,NA
"The Players","tt2087850",2012,NA
"The Photographer of Mauthausen","tt6704776",2018,NA
"Woody Woodpecker","tt2114504",2017,NA
"The Night Clerk","tt7979142",2020,NA
"The Freshmen","tt6690004",2018,NA
"A Fantastic Woman","tt5639354",2017,NA
"Relic","tt9072352",2020,NA
"A Walk in the Woods","tt1178665",2015,NA
"Turbo Kid","tt3672742",2015,60000
"Bāhubali 2: The Conclusion","tt4849438",2017,NA
"6 Days","tt4703048",2017,NA
"Tulip Fever","tt0491203",2017,2.5e+07
"Sorry We Missed You","tt8359816",2019,NA
"The King's Daughter","tt2328678",2022,NA
"Belle","tt2404181",2013,NA
"Kingsglaive: Final Fantasy XV","tt5595168",2016,NA
"The Company You Keep","tt1381404",2012,2e+06
"Miss You Already","tt2245003",2015,NA
"The Sadness","tt13872248",2021,NA
"American Pastoral","tt0376479",2016,NA
"Zombeavers","tt2784512",2014,NA
"Playing for Keeps","tt1540128",2012,3.5e+07
"Copshop","tt5748448",2021,NA
"Roald Dahl's Matilda the Musical","tt3447590",2022,NA
"Chinese Puzzle","tt1937118",2013,NA
"The Tragedy of Macbeth","tt10095582",2021,NA
"The Art of Self-Defense","tt7339248",2019,NA
"In the Heights","tt1321510",2021,5.5e+07
"The Lunchbox","tt2350496",2013,1700000
"I'm So Excited!","tt2243389",2013,NA
"Leopardi","tt3152602",2014,NA
"After the Dark","tt1928340",2013,NA
"The Visitors: Bastille Day","tt2441982",2016,NA
"The One I Love","tt2756032",2014,NA
"Divines","tt4730986",2016,NA
"Return to Nim's Island","tt2221648",2013,NA
"Down a Dark Hall","tt2372251",2018,4e+06
"Battle","tt6854672",2018,NA
"18 Presents","tt10816484",2020,NA
"Saint Seiya: Legend of Sanctuary","tt2231489",2014,NA
"Fire with Fire","tt1925431",2012,NA
"Promised Land","tt2091473",2012,NA
"Lovelace","tt1426329",2013,NA
"A Little Chaos","tt2639254",2015,NA
"Into the Forest","tt2625810",2016,NA
"Venus in Fur","tt2406252",2013,NA
"Empire State","tt2171867",2013,NA
"Hellraiser","tt0887261",2022,1e+06
"The Two Faces of January","tt1976000",2014,NA
"The Unlikely Prince","tt2467480",2013,NA
"Never Look Away","tt5311542",2018,NA
"Frantz","tt5029608",2016,NA
"Deerskin","tt8193790",2019,NA
"The Invisible Guardian","tt4924942",2017,NA
"Me, Myself and Mum","tt2315200",2013,NA
"Three Identical Strangers","tt7664504",2018,NA
"Kaamelott: The First Chapter","tt9844322",2021,NA
"Life After Beth","tt2581244",2014,2400000
"The Hole in the Ground","tt6198946",2019,NA
"A Boy Called Christmas","tt10187208",2021,NA
"Sword Art Online: The Movie – Ordinal Scale","tt5544384",2017,NA
"32 Malasana Street","tt10952782",2020,NA
"The Act of Killing","tt2375605",2012,1e+06
"On the Other Side of the Tracks","tt1937133",2012,NA
"Final Girl","tt2124787",2015,NA
"Asterix & Obelix: The Middle Kingdom","tt11210390",2023,NA
"Love & Mercy","tt0903657",2015,NA
"The African Doctor","tt5555502",2016,NA
"The Quiet Ones","tt2235779",2014,2e+05
"My Mom Is a Character","tt2464018",2013,NA
"Get a Job","tt1468846",2016,NA
"Skiptrace","tt2238032",2016,NA
"Devil's Knot","tt0804463",2013,NA
"Gambit","tt0404978",2012,NA
"Emelie","tt4503598",2016,NA
"Handsome Devil","tt5016946",2017,NA
"Martin Eden","tt4516162",2019,NA
"Freeheld","tt1658801",2015,7e+06
"Deadfall","tt1667310",2012,6e+06
"She's Funny That Way","tt1767372",2014,NA
"Don't Worry, He Won't Get Far on Foot","tt6288124",2018,NA
"Mom or Dad?","tt6340296",2017,NA
"Annette","tt6217926",2021,15500000
"Bad Samaritan","tt3203528",2018,NA
"The Night Eats the World","tt4266076",2018,NA
"Sharknado 2: The Second One","tt3062074",2014,NA
"Belle and Sebastian","tt3146360",2013,NA
"Saint Maud","tt7557108",2019,NA
"The Clovehitch Killer","tt6269368",2018,NA
"The Volcano","tt2207072",2013,NA
"Archive","tt6882604",2020,NA
"Under the Shadow","tt4273292",2016,NA
"Honey Boy","tt8151874",2019,3500000
"Like Father, Like Son","tt2331143",2013,NA
"Happy as Lazzaro","tt6752992",2018,NA
"Compliance","tt1971352",2012,270000
"Emily the Criminal","tt15255876",2022,NA
"Time Is Up","tt13438734",2021,NA
"The Devil's Candy","tt4935372",2017,NA
"The Villainess","tt6777338",2017,NA
"Stretch","tt2494280",2014,NA
"White as Milk, Red as Blood","tt2447934",2013,NA
"Crouching Tiger, Hidden Dragon: Sword of Destiny","tt2652118",2016,NA
"Welcome to the Punch","tt1684233",2013,NA
"Witching & Bitching","tt2404738",2013,NA
"24 Hours to Live","tt5442456",2017,NA
"John Dies at the End","tt1783732",2013,NA
"Blindspotting","tt7242142",2018,NA
"Denial","tt4645330",2016,1e+07
"Miraculous: Ladybug & Cat Noir, The Movie","tt10364034",2023,NA
"Berlin Syndrome","tt3335606",2017,NA
"The Immature: The Trip","tt2174031",2012,NA
"Don't Blame the Kid","tt5538800",2016,NA
"Knight of Cups","tt2101383",2015,NA
"Pokémon the Movie: I Choose You!","tt6595896",2017,NA
"The Limehouse Golem","tt4733640",2016,NA
"The Hallow","tt2474976",2015,NA
"Where'd You Go, Bernadette","tt2365580",2019,NA
"Kidnapping Mr. Heineken","tt2917388",2015,NA
"Through the Fire","tt7210426",2018,NA
"I Am Wrath","tt3212232",2016,1.8e+07
"Spanish Affair","tt2955316",2014,NA
"The Skeleton Twins","tt1571249",2014,1e+06
"The Divide","tt1535616",2012,3e+06
"Level 16","tt4006302",2018,NA
"Full Speed","tt4993964",2016,NA
"Patients","tt5598100",2017,NA
"I.T.","tt2679552",2016,NA
"V/H/S: Viral","tt3704538",2014,NA
"A Perfect Day","tt3577624",2015,NA
"The Forgotten Battle","tt10521092",2021,NA
"Little Italy","tt6957966",2018,NA
"Reign of the Supermen","tt7167686",2019,NA
"A Hidden Life","tt5827916",2019,NA
"A Perfect Plan","tt1986843",2012,NA
"The Children Act","tt6040662",2018,NA
"Brice 3","tt5029602",2016,NA
"Once Upon a Time in Venice","tt4694544",2017,NA
"Kandahar","tt5761544",2023,NA
"Ratchet & Clank","tt2865120",2016,NA
"Apollo 11","tt8760684",2019,NA
"How to Be a Latin Lover","tt4795124",2017,1e+07
"The Absent One","tt3140100",2014,NA
"Jodorowsky's Dune","tt1935156",2013,NA
"Newness","tt6408226",2017,NA
"Marauders","tt3963816",2016,NA
"Day of the Dead: Bloodline","tt3053228",2017,NA
"The Dyatlov Pass Incident","tt1905040",2013,NA
"Mood Indigo","tt2027140",2013,NA
"The Starving Games","tt2403029",2013,NA
"Firestarter","tt1798632",2022,1.2e+07
"God Willing","tt4643844",2015,NA
"Eiffel","tt10366514",2021,NA
"Southbound","tt4935334",2015,NA
"The Darkness","tt1878841",2016,4e+06
"C'mon C'mon","tt10986222",2021,NA
"Radius","tt6097798",2017,NA
"Wolf Creek 2","tt2004432",2013,NA
"Anna","tt1715336",2013,4357373
"Dead Snow 2: Red vs. Dead","tt2832470",2014,NA
"Camping 3","tt4979860",2016,NA
"The Blackcoat's Daughter","tt3286052",2017,NA
"Super Dark Times","tt5112578",2017,NA
"Gotti","tt1801552",2018,1e+07
"The Many Saints of Newark","tt8110232",2021,5e+07
"Charlie Countryman","tt1196948",2013,NA
"Jiu Jitsu","tt9624766",2020,NA
"Tarzan","tt1705952",2013,1.45e+08
"I Still See You","tt2160105",2018,NA
"The Silencing","tt7149730",2020,NA
"USS Indianapolis: Men of Courage","tt2032572",2016,4e+07
"Let Him Go","tt9340860",2020,NA
"Backcountry","tt2944198",2015,NA
"Lost River","tt2366608",2015,2e+06
"Maquia: When the Promised Flower Blooms","tt7339826",2018,NA
"Third Person","tt2343793",2013,NA
"No One Lives","tt1763264",2013,NA
"Grace of Monaco","tt2095649",2014,3e+07
"The Sun Is Also a Star","tt6423362",2019,9e+06
"Gonjiam: Haunted Asylum","tt8119752",2018,NA
"The Salt of the Earth","tt3674140",2014,NA
"Someone, Somewhere","tt10407272",2019,NA
"Behaving Badly","tt2314824",2014,NA
"PAW Patrol: Mighty Pups","tt6889128",2018,NA
"Everly","tt1945084",2014,NA
"Keep an Eye Out","tt7156222",2018,NA
"Ernest & Celestine","tt1816518",2012,NA
"Batman and Harley Quinn","tt6556890",2017,NA
"Fading Gigolo","tt2258345",2013,NA
"The Rewrite","tt2509850",2014,NA
"Jeruzalem","tt4552524",2016,NA
"Christmas & Co.","tt7018010",2017,NA
"One Piece: Stampede","tt9430698",2019,NA
"The Medium","tt13446168",2021,NA
"Le Chef","tt1911553",2012,NA
"ATM","tt1603257",2012,NA
"Operation Mincemeat","tt1879016",2022,6300000
"In Order of Disappearance","tt2675914",2014,NA
"Cold Skin","tt1034385",2017,NA
"Do You See Me?","tt3825738",2014,NA
